Motor,Track #,Label,Number spots,Number Gaps,Longest Gap,Number Splits,Number Merges,Number Complex,Track Duration,Track start,Track stop,Track Displacement,Track Index,Track ID,Track X Location,Track Y Location,Track Z Location,Track Mean Speed,Track Max Speed,Track Min Speed,Track Median Speed,Track STD Speed,Track Mean Quality,Track Max Quality,Track Min Quality,Track Median Quality,Track Std Quality
Kinesin-4,135,Track_9841,6,0,0,0,0,0,2.795,268.32,271.115,0.639,9841,9841,41.701,40.379,0,0.351,0.511,0.106,0.392,0.151,839.865,1148.131,344.295,1024.437,296.178
Kinesin-4,136,Track_9846,5,0,0,0,0,0,2.236,268.879,271.115,0.92,9846,9846,28.81,29.669,0,0.411,0.457,0.346,0.434,0.048,1025.332,1223.519,904.711,1005.891,107.027
Kinesin-4,137,Track_10045,19,0,0,0,0,0,10.062,273.351,283.413,1,10045,10045,37.893,32.004,0,0.527,2.167,0.035,0.47,0.561,858.243,1236.493,320.206,931.105,266.746
Kinesin-4,138,Track_10084,13,1,2,0,0,0,7.826,274.469,282.295,3.355,10084,10084,57.769,28.954,0,0.425,1.139,0.123,0.361,0.256,922.289,1294.754,384.188,945.859,290.295
Kinesin-4,139,Track_10096,5,0,0,0,0,0,2.236,274.469,276.705,1.493,10096,10096,43.076,41.827,0,0.668,0.865,0.582,0.629,0.132,915.852,1160.732,729.986,836.067,171.652
Kinesin-4,140,Track_10214,10,0,0,0,0,0,5.031,280.059,285.09,2.852,10214,10214,37.991,51.137,0,0.569,1.611,0.184,0.471,0.412,937.539,1220.248,574.475,1033.881,210.715
Kinesin-4,141,Track_10260,3,0,0,0,0,0,1.118,278.941,280.059,0.719,10260,10260,37.594,61.58,0,0.643,1.068,0.218,1.068,0.601,839.474,979.8,734.77,803.85,103.156
Kinesin-4,142,Track_10369,29,2,2,0,0,0,17.329,282.295,299.624,2.669,10369,10369,48.841,33.895,0,0.249,1.51,0.013,0.087,0.349,1159.287,1698.8,282.15,1391.015,479.032
Kinesin-4,143,Track_10399,5,0,0,0,0,0,2.236,282.854,285.09,1.269,10399,10399,12.693,53.107,0,0.57,0.585,0.549,0.576,0.015,939.594,980.217,891.518,950.79,32.744
Kinesin-4,144,Track_10514,24,0,0,0,0,0,12.857,286.208,299.065,6.58,10514,10514,36.783,43.288,0,0.651,2.206,0.067,0.458,0.546,1043.122,1591.088,371.055,1114.276,292.756
Kinesin-4,145,Track_10520,15,0,0,0,0,0,7.826,285.649,293.475,3.862,10520,10520,25.488,25.768,0,0.525,1.558,0.158,0.409,0.388,994.551,1301.588,796.181,1038.106,145.652
Kinesin-4,146,Track_10523,3,0,0,0,0,0,1.118,285.649,286.767,0.592,10523,10523,14.944,52.206,0,0.538,0.557,0.519,0.557,0.026,996.233,1313.025,449.433,1226.242,388.266
Kinesin-4,147,Track_10672,21,0,0,0,0,0,11.18,288.444,299.624,3.483,10672,10672,60.675,23.498,0,0.315,1.498,0.022,0.213,0.356,875.014,1254.036,343.919,912.365,259.799
Kinesin-4,148,Track_10873,12,0,0,0,0,0,6.149,292.916,299.065,3.565,10873,10873,7.986,15.454,0,0.594,2.381,0.092,0.478,0.615,1522.584,2196.424,1050.706,1439.038,365.801
Kinesin-4,149,Track_11003,7,0,0,0,0,0,3.354,295.711,299.065,1.698,11003,11003,42.686,53.855,0,0.508,1.903,0.074,0.304,0.696,867.052,1172.274,584.69,891.496,173.009
Kinesin-4,150,Track_11031,6,0,0,0,0,0,2.795,296.829,299.624,0.746,11031,11031,47.08,11.905,0,0.272,0.418,0.157,0.232,0.119,943.459,1196.195,638.273,992.657,174.399
Kinesin-4,1,Track_20,11,0,0,0,0,0,5.55,0,5.55,1.103,20,20,34.976,25.511,0,0.321,1.013,0.041,0.331,0.281,869.943,1095.7,739.069,876.318,105.008
Kinesin-4,2,Track_21,26,0,0,0,0,0,13.875,0,13.875,5.52,21,21,14.907,48.901,0,0.413,2.444,0.013,0.387,0.5,805.528,1165.611,365.891,953.868,288.528
Kinesin-4,3,Track_29,11,0,0,0,0,0,5.55,0,5.55,1.955,29,29,48.573,46.917,0,0.361,1.485,0.016,0.36,0.43,752.442,915.219,567.836,724.365,123.925
Kinesin-4,4,Track_32,5,0,0,0,0,0,2.22,0.555,2.775,1.107,32,32,44.583,61.504,0,0.502,0.553,0.463,0.51,0.039,744.954,885.391,670.224,729.536,75.324
Kinesin-4,5,Track_75,71,1,2,0,0,0,39.96,0.555,40.515,2.824,75,75,51.241,40.057,0,0.452,1.848,0.002,0.416,0.433,761.901,2046.357,275.612,721.385,337.775
Kinesin-4,6,Track_97,219,2,2,0,0,0,122.655,0,122.655,0.268,97,97,23.549,3.564,0,0.05,1.756,7.19E-04,0.023,0.137,731.585,1178.021,210.135,847.445,278.091
Kinesin-4,7,Track_128,18,1,1,0,0,0,9.99,0.555,10.545,0.468,128,128,54.381,34.91,0,0.45,2.19,0.083,0.32,0.486,854.837,2290.159,319.925,459.171,681.643
Kinesin-4,8,Track_129,56,0,0,0,0,0,30.525,0.555,31.08,6.932,129,129,69.085,20.576,0,0.236,1.392,0.004,0.148,0.322,1099.764,1718.115,513.362,1085.007,314.594
Kinesin-4,9,Track_183,5,0,0,0,0,0,2.22,1.11,3.33,1.255,183,183,9.292,11.291,0,0.567,0.988,3.36E-01,0.591,0.303,832.251,1329.32,309.09,1003.579,395.026
Kinesin-4,10,Track_207,67,0,0,0,0,0,36.63,2.22,38.85,6.501,207,207,44.578,62.535,0,0.274,1.572,9.20E-04,0.177,0.315,817.306,1568.397,371.406,788.861,226.703
Kinesin-4,11,Track_261,15,0,0,0,0,0,7.77,3.33,11.1,4.3,261,261,52.398,37.602,0,0.555,1.896,0.245,0.406,0.467,2033.822,2635.473,1306.095,2144.897,399.77
Kinesin-4,12,Track_274,5,0,0,0,0,0,2.22,3.33,5.55,0.95,274,274,31.913,10.097,0,0.428,0.549,0.346,0.433,0.088,780.606,850.432,703.49,764.741,51.342
Kinesin-4,13,Track_373,14,0,0,0,0,0,7.215,6.105,13.32,2.244,373,373,37.142,21.268,0,0.448,1.84,0.042,0.392,0.451,680.358,1140.106,436.799,686.132,175.342
Kinesin-4,14,Track_421,18,0,0,0,0,0,9.435,7.215,16.65,6.04,421,421,22.424,26.418,0,0.642,2.083,0.222,0.454,0.521,932.1,1213.635,608.025,930.763,191.91
Kinesin-4,15,Track_554,32,1,2,0,0,0,18.315,9.435,27.75,5.036,554,554,55.736,23.063,0,0.361,1.314,0.02,0.311,0.308,818.02,1186.443,221.507,840.55,202.361
Kinesin-4,16,Track_566,7,0,0,0,0,0,3.33,10.545,13.875,2.215,566,566,42.296,6.188,0,0.667,1.996,0.186,0.468,0.662,705.536,848.353,595.334,672.949,82.56
Kinesin-4,17,Track_572,2,0,0,0,0,0,0.555,10.545,11.1,0.309,572,572,24.484,38.57,0,0.557,0.557,0.557,0.557,NaN,708.173,767.58,648.766,767.58,59.407
Kinesin-4,18,Track_573,7,0,0,0,0,0,3.33,9.99,13.32,1.274,573,573,59.802,38.381,0,0.383,1.456,0.041,0.182,0.532,691.645,771.395,642.174,671.515,43.217
Kinesin-4,19,Track_624,43,0,0,0,0,0,23.31,11.655,34.965,1.034,624,624,15.564,35.665,0,0.219,2.264,0.008,0.091,0.387,752.422,1072.792,246.329,754.672,120.13
Kinesin-4,20,Track_634,7,0,0,0,0,0,3.33,11.655,14.985,0.811,634,634,38.457,18.486,0,0.419,0.79,0.102,0.425,0.23,701.577,938.005,255.126,758.583,218.973
Kinesin-4,21,Track_700,6,0,0,0,0,0,2.775,13.32,16.095,1.503,700,700,42.643,7.393,0,0.542,0.986,0.346,0.443,0.254,711.952,1102.739,327.368,740.244,251.533
Kinesin-4,22,Track_712,19,0,0,0,0,0,9.99,13.32,23.31,7.887,712,712,71.757,30.496,0,0.818,2.437,0.258,0.527,0.677,759.676,958.835,603.211,778.63,101.123
Kinesin-4,23,Track_903,5,0,0,0,0,0,2.22,17.205,19.425,0.98,903,903,32.098,30.655,0,0.46,0.564,0.356,0.483,0.087,1170.916,1273.524,930.767,1204.451,122.951
Kinesin-4,24,Track_1121,13,0,0,0,0,0,6.66,22.755,29.415,2.741,1121,1121,17.217,18.137,0,0.412,1.312,0.111,0.269,0.413,961.408,1325.941,232.144,1042.664,252.776
Kinesin-4,25,Track_1201,3,0,0,0,0,0,1.11,23.865,24.975,0.459,1201,1201,24.522,52.501,0,0.414,0.544,0.284,0.544,0.184,733.987,1005.297,344.656,852.006,282.321
Kinesin-4,26,Track_1236,11,0,0,0,0,0,5.55,24.975,30.525,3.112,1236,1236,46.113,49.334,0,0.563,1.25,0.4,0.512,0.249,662.528,1436.191,217.873,274.671,479.308
Kinesin-4,27,Track_1330,3,0,0,0,0,0,1.11,26.64,27.75,0.363,1330,1330,32.786,45.227,0,0.327,0.397,0.257,0.397,0.099,1051.481,1116.329,960.397,1077.718,66.307
Kinesin-4,28,Track_1363,8,0,0,0,0,0,3.885,28.305,32.19,1.162,1363,1363,46.617,47.24,0,0.314,0.486,0.049,0.457,0.202,726.628,928.583,299.437,777.728,183.172
Kinesin-4,29,Track_1367,6,0,0,0,0,0,2.775,28.86,31.635,0.62,1367,1367,40.917,41.615,0,0.227,0.427,0.124,0.202,0.122,943.057,1436.077,333.057,1153.817,381.237
Kinesin-4,30,Track_1475,75,0,0,0,0,0,41.07,31.08,72.15,13.211,1475,1475,72.27,32.962,0,0.38,1.705,0.004,0.253,0.402,800.996,1493.436,284.453,763.939,204.208
Kinesin-4,31,Track_1581,6,0,0,0,0,0,2.775,33.3,36.075,0.799,1581,1581,16.05,37.138,0,0.408,0.44,0.374,0.405,0.027,713.834,1095.103,230.54,781.973,286.182
Kinesin-4,32,Track_1717,5,0,0,0,0,0,2.22,36.63,38.85,1.092,1717,1717,62.902,36.908,0,0.496,0.538,0.473,0.491,0.029,765.524,860.68,704.463,740.873,61.706
Kinesin-4,33,Track_1859,6,0,0,0,0,0,2.775,39.405,42.18,1.066,1859,1859,34.233,26.596,0,0.541,0.65,0.391,0.549,0.097,722.023,900.031,435.346,791.223,149.406
Kinesin-4,34,Track_1938,18,1,2,0,0,0,10.545,42.18,52.725,4.585,1938,1938,44.806,52.036,0,0.454,1.442,0.167,0.369,0.313,732.957,1138.993,240.544,821.262,269.446
Kinesin-4,35,Track_1970,5,0,0,0,0,0,2.22,42.18,44.4,1.241,1970,1970,50.437,28.422,0,0.56,0.61,0.489,0.602,0.057,705.469,1011.653,522.476,564.725,198.419
Kinesin-4,36,Track_2289,7,0,0,0,0,0,3.33,48.84,52.17,2.665,2289,2289,54.295,50.34,0,0.826,2.105,3.78E-01,0.568,0.65,751.514,895.446,554.889,785.698,107.581
Kinesin-4,37,Track_2346,5,0,0,0,0,0,2.22,50.505,52.725,0.926,2346,2346,30.675,45.831,0,0.42,0.554,0.186,0.542,0.171,827.745,861.544,795.363,829.97,23.799
Kinesin-4,38,Track_2565,13,1,2,0,0,0,7.77,56.055,63.825,4.377,2565,2565,27.008,67.955,0,0.583,1.969,0.347,0.464,0.445,698.397,913.378,443.463,719.079,141.98
Kinesin-4,39,Track_2577,319,1,1,0,0,0,177.045,56.055,233.1,1.73,2577,2577,1.094,20.632,0,0.128,1.561,8.54E-04,0.066,0.173,683.198,1384.08,234.732,669.864,210.563
Kinesin-4,40,Track_2595,20,0,0,0,0,0,10.545,56.055,66.6,6.073,2595,2595,45.639,51.623,0,0.578,1.519,0.264,0.464,0.356,876.439,1266.74,533.745,916.747,194.849
Kinesin-4,41,Track_2856,10,0,0,0,0,0,4.995,61.605,66.6,2.25,2856,2856,78.416,5.248,0,0.451,1.102,0.341,0.356,0.247,674.188,995.642,295.153,695.429,200.773
Kinesin-4,42,Track_2887,171,2,2,0,0,0,96.015,63.27,159.285,0.426,2887,2887,38.588,10.274,0,0.117,0.881,0.002,0.079,0.135,694.92,1319.089,212.414,688.929,250.35
Kinesin-4,43,Track_2985,17,1,2,0,0,0,9.99,64.935,74.925,4.24,2985,2985,46.805,24.853,0,0.62,1.536,0.229,0.607,0.284,675.836,1190.977,247.547,752.673,304.966
Kinesin-4,44,Track_2991,4,0,0,0,0,0,1.665,64.935,66.6,0.571,2991,2991,24.466,17.239,0,0.457,0.576,0.387,0.408,0.104,748.193,995.633,493.17,934.943,219.795
Kinesin-4,45,Track_3025,8,1,1,0,0,0,4.44,65.49,69.93,3.052,3025,3025,16.978,41.592,0,0.679,0.944,0.513,0.657,0.148,683.357,1109.2,224.71,663.848,248.533
Kinesin-4,46,Track_3325,3,0,0,0,0,0,1.11,72.705,73.815,0.394,3325,3325,59.52,17.915,0,0.355,0.385,0.326,0.385,0.041,714.609,935.6,339.679,868.548,266.525
Kinesin-4,47,Track_3426,5,0,0,0,0,0,2.22,75.48,77.7,0.983,3426,3426,44.278,6.542,0,0.443,0.524,0.386,0.458,0.062,893.051,991.244,741.025,924.385,90.958
Kinesin-4,48,Track_3473,3,0,0,0,0,0,1.11,76.035,77.145,0.436,3473,3473,21.937,54.628,0,0.402,0.412,0.392,0.412,0.014,681.123,742.527,646.384,654.459,43.544
Kinesin-4,49,Track_3528,41,0,0,0,0,0,22.2,77.7,99.9,0.589,3528,3528,23.619,44.855,0,0.071,0.539,0.012,0.045,0.091,669.928,1056.187,464.653,668.655,121.89
Kinesin-4,50,Track_3657,14,0,0,0,0,0,7.215,81.03,88.245,4.281,3657,3657,38.569,21.834,0,0.599,2.123,0.271,0.38,0.564,1163.667,1505.731,785.242,1126.077,229.093
Kinesin-4,51,Track_3675,12,0,0,0,0,0,6.105,81.03,87.135,3.947,3675,3675,25.725,60.14,0,0.65,1.918,0.376,0.4,0.536,770.687,953.19,344.205,855.69,161.571
Kinesin-4,52,Track_3684,10,0,0,0,0,0,4.995,81.03,86.025,1.417,3684,3684,11.976,37.653,0,0.666,1.707,0.382,0.583,0.403,808.371,1187.196,277.391,787.472,238.037
Kinesin-4,53,Track_3686,5,0,0,0,0,0,2.22,81.03,83.25,0.884,3686,3686,12.521,52.025,0,0.398,0.417,0.379,0.4,0.016,860.536,1009.901,759.284,845.026,84.818
Kinesin-4,54,Track_3990,11,0,0,0,0,0,5.55,87.135,92.685,0.419,3990,3990,54.728,32.833,0,0.148,0.917,0.016,0.072,0.272,845.455,1115.205,301.468,853.012,203.093
Kinesin-4,55,Track_4044,7,0,0,0,0,0,3.33,88.245,91.575,1.184,4044,4044,14.569,44.934,0,0.362,0.518,0.124,0.407,0.134,661.734,836.526,290.947,750.379,197.396
Kinesin-4,56,Track_4086,5,0,0,0,0,0,2.22,89.355,91.575,1.12,4086,4086,23.826,25.596,0,0.506,0.53,0.459,0.526,0.032,717.334,784.378,575.946,778.754,83.201
Kinesin-4,57,Track_4180,2,0,0,0,0,0,0.555,92.13,92.685,0.367,4180,4180,21.628,48.261,0,0.661,0.661,0.661,0.661,NaN,917.41,983.711,851.109,983.711,66.301
Kinesin-4,58,Track_4460,5,0,0,0,0,0,2.22,97.68,99.9,0.882,4460,4460,44.783,56.606,0,0.399,0.603,0.203,0.412,0.164,757.31,1045.156,522.836,814.942,191.944
Kinesin-4,59,Track_4563,31,3,2,0,0,0,19.425,99.9,119.325,6.12,4563,4563,50.244,17.281,0,0.509,1.613,0.035,0.428,0.342,687.411,1211.019,311.203,699.508,211.11
Kinesin-4,60,Track_4587,10,0,0,0,0,0,4.995,100.455,105.45,2.495,4587,4587,41.73,11.234,0,0.5,0.792,0.284,0.476,0.14,783.08,1153.948,495.517,890.589,210.923
Kinesin-4,61,Track_4606,5,0,0,0,0,0,2.22,100.455,102.675,1.461,4606,4606,40.076,43.252,0,0.665,0.966,0.443,0.689,0.224,762.483,958.565,345.732,905.008,233.76
Kinesin-4,62,Track_4760,5,0,0,0,0,0,2.22,103.785,106.005,0.608,4760,4760,42.969,66.225,0,0.274,0.729,0.087,0.148,0.304,794.814,907.82,442.457,880.082,177.017
Kinesin-4,63,Track_4993,10,0,0,0,0,0,4.995,108.78,113.775,1.703,4993,4993,16.539,38.967,0,0.678,1.506,0.385,0.558,0.345,708.428,1089.101,361.847,739.625,216.138
Kinesin-4,64,Track_5005,5,0,0,0,0,0,2.22,108.78,111,0.838,5005,5005,25.9,14.305,0,0.379,0.498,0.218,0.453,0.125,1099.983,1229.695,966.452,1110.808,88.988
Kinesin-4,65,Track_5465,4,0,0,0,0,0,1.665,117.66,119.325,0.949,5465,5465,9.347,10.849,0,0.57,0.65,0.45,0.61,0.106,688.576,767.882,535.716,762.686,93.739
Kinesin-4,66,Track_5535,5,0,0,0,0,0,2.22,119.88,122.1,1.049,5535,5535,45.038,48.071,0,0.473,0.569,0.371,0.561,0.107,1142.661,1510.852,802.372,1040.611,279.723
Kinesin-4,67,Track_5660,8,0,0,0,0,0,3.885,122.655,126.54,0.805,5660,5660,35.16,34.733,0,0.241,0.569,0.042,0.144,0.214,665.245,1013.455,434.707,623.28,167.658
Kinesin-4,68,Track_5760,12,0,0,0,0,0,6.105,124.875,130.98,2.748,5760,5760,20.258,32.939,0,0.671,1.965,0.367,0.536,0.466,694.606,1058.584,294.378,775.495,214.61
Kinesin-4,69,Track_5923,5,0,0,0,0,0,2.22,128.205,130.425,0.759,5923,5923,5.397,12.428,0,0.342,0.419,0.265,0.403,0.08,674.898,714.801,645.251,668.32,26.766
Kinesin-4,70,Track_5942,5,0,0,0,0,0,2.22,128.205,130.425,1.14,5942,5942,29.319,20.551,0,0.514,0.539,0.475,0.522,0.027,830.982,907.795,799.782,806.524,40.527
Kinesin-4,71,Track_5945,6,0,0,0,0,0,2.775,128.205,130.98,1.432,5945,5945,20.128,33.726,0,0.585,0.813,0.153,0.662,0.254,687.83,1015.851,282.768,768.885,280.032
Kinesin-4,72,Track_5950,5,0,0,0,0,0,2.22,128.205,130.425,1.056,5950,5950,2.266,48.75,0,0.476,0.589,0.31,0.516,0.119,746.743,878.719,675.934,732.976,69.897
Kinesin-4,73,Track_6039,15,1,2,0,0,0,8.88,129.87,138.75,3.802,6039,6039,62.583,25.967,0,0.655,2.292,0.295,0.498,0.552,768.463,1015.126,255.954,816.326,221.851
Kinesin-4,74,Track_6074,5,0,0,0,0,0,2.22,130.98,133.2,0.91,6074,6074,16.777,49.761,0,0.41,0.51,0.328,0.433,0.079,1013.397,1096.883,824.665,1045.923,99.427
Kinesin-4,75,Track_6108,6,0,0,0,0,0,2.775,130.98,133.755,0.712,6108,6108,47.973,41.225,0,0.34,0.954,0.171,0.192,0.344,736.115,1106.042,324.29,803.395,241.912
Kinesin-4,76,Track_6147,15,2,2,0,0,0,9.435,132.09,141.525,3.792,6147,6147,17.3,46.904,0,0.681,1.61,0.352,0.561,0.343,670.869,1094.062,215.705,684.546,259.118
Kinesin-4,77,Track_6453,29,0,0,0,0,0,15.54,139.305,154.845,6.578,6453,6453,15.026,45.016,0,0.475,2.058,0.007,0.424,0.491,815.059,1408.354,221.605,857.678,274.219
Kinesin-4,78,Track_6455,3,0,0,0,0,0,1.11,139.305,140.415,0.582,6455,6455,55.623,21.472,0,0.525,0.735,0.315,0.735,2.97E-01,677.999,998.791,291.971,743.236,292.222
Kinesin-4,79,Track_6482,4,0,0,0,0,0,1.665,139.86,141.525,0.709,6482,6482,45.073,15.422,0,0.426,0.592,0.237,0.449,0.179,693.948,797.363,553.724,724.76,88.519
Kinesin-4,80,Track_6584,13,0,0,0,0,0,6.66,142.08,148.74,0.421,6584,6584,41.161,41.662,0,0.101,0.614,0.007,0.055,0.166,726.881,1190.434,526.079,642.074,200.612
Kinesin-4,81,Track_6615,14,1,1,0,0,0,7.77,142.08,149.85,2.062,6615,6615,44.349,6.604,0,0.524,1.727,0.043,0.321,0.551,729.82,1367.772,216.439,848.543,329.041
Kinesin-4,82,Track_6680,3,0,0,0,0,0,1.11,143.19,144.3,0.56,6680,6680,44.652,61.852,0,0.506,0.506,0.505,0.506,8.32E-04,705.353,750.365,672.137,693.556,33.008
Kinesin-4,83,Track_6846,15,0,0,0,0,0,7.77,147.63,155.4,4.413,6846,6846,44.274,2.614,0,0.568,2.081,0.262,0.395,0.527,725.602,902.377,622.578,726.708,72.037
Kinesin-4,84,Track_6984,5,0,0,0,0,0,2.22,150.405,152.625,0.811,6984,6984,18.5,49.459,0,0.374,0.485,0.241,0.459,0.117,708.394,812.524,666.686,692.648,53.868
Kinesin-4,85,Track_7078,15,0,0,0,0,0,7.77,153.18,160.95,3.708,7078,7078,34.064,36.865,0,0.479,1.676,0.102,0.353,0.423,826.017,1054.589,374.242,793.887,169.661
Kinesin-4,86,Track_7141,14,0,0,0,0,0,7.215,153.735,160.95,3.129,7141,7141,32.17,9.772,0,0.49,1.507,0.058,0.353,0.452,720.309,1033.074,288.38,723.071,192.344
Kinesin-4,87,Track_7200,30,0,0,0,0,0,16.095,155.955,172.05,8.245,7200,7200,54.088,5.465,0,0.517,1.985,0.016,0.361,0.455,679.602,799.84,537.619,681.776,72.383
Kinesin-4,88,Track_7221,10,0,0,0,0,0,4.995,155.955,160.95,0.292,7221,7221,58.884,43.169,0,0.096,0.246,0.014,0.087,0.064,682.791,1044.746,337.472,770.788,218.338
Kinesin-4,89,Track_7243,2,0,0,0,0,0,0.555,155.955,156.51,0.381,7243,7243,19.756,29.696,0,0.687,0.687,0.687,0.687,NaN,707.444,884.787,530.1,884.787,177.343
Kinesin-4,90,Track_7246,3,0,0,0,0,0,1.11,155.955,157.065,0.482,7246,7246,30.561,27.185,0,0.434,0.649,0.219,0.649,0.304,745.753,1043.606,467.865,725.789,235.469
Kinesin-4,91,Track_7296,8,0,0,0,0,0,3.885,157.065,160.95,1.639,7296,7296,23.707,55.226,0,0.422,1.07,0.22,0.318,0.29,797.196,1019.551,280.837,853.462,225.18
Kinesin-4,92,Track_7416,7,0,0,0,0,0,3.33,160.395,163.725,2.545,7416,7416,21.817,50.987,0,0.767,2.48,0.352,0.451,0.844,890.303,1107.781,461.412,937.443,204.696
Kinesin-4,93,Track_7421,20,1,1,0,0,0,11.1,160.395,171.495,5.242,7421,7421,21.153,58.549,0,0.648,2.109,0.043,0.429,0.567,663.025,992.994,214.861,714.079,264.202
Kinesin-4,94,Track_7441,5,0,0,0,0,0,2.22,160.395,162.615,1.082,7441,7441,4.659,13.987,0,0.84,1.942,0.169,0.703,0.768,695.769,782.979,549.87,703.374,78.861
Kinesin-4,95,Track_7474,19,0,0,0,0,0,9.99,162.06,172.05,4.823,7474,7474,35.995,44.405,0,0.498,2.017,0.071,0.382,0.478,797.334,1277.273,539.333,777.698,163.354
Kinesin-4,96,Track_7842,5,0,0,0,0,0,2.22,168.165,170.385,1.168,7842,7842,44.676,13.998,0,0.528,1.265,0.197,0.328,0.495,748.144,906.38,453.583,757.382,162.343
Kinesin-4,97,Track_7920,5,0,0,0,0,0,2.22,169.83,172.05,0.93,7920,7920,13.645,17.427,0,0.422,0.465,0.39,0.422,0.031,738.367,884.929,615.23,754.354,97.189
Kinesin-4,98,Track_8029,17,0,0,0,0,0,8.88,172.605,181.485,1.918,8029,8029,32.422,9.033,0,0.234,1.044,0.017,0.161,0.268,717.543,964.649,259.291,756.334,164.566
Kinesin-4,99,Track_8329,8,0,0,0,0,0,3.885,180.93,184.815,1.271,8329,8329,48.275,39.579,0,0.328,0.861,0.152,0.246,0.248,738.835,880.001,616.161,736.694,99.111
Kinesin-4,100,Track_8580,31,0,0,0,0,0,16.65,185.925,202.575,4.082,8580,8580,44.312,34.757,0,0.253,1.005,0.05,0.183,0.222,720.835,877.807,519.902,722.131,102.646
Kinesin-4,101,Track_8608,24,1,1,0,0,0,13.32,186.48,199.8,2.963,8608,8608,73.463,40.078,0,0.295,1.585,0.013,0.167,0.362,1363.277,1930.15,247.752,1570.525,531.199
Kinesin-4,102,Track_8645,34,0,0,0,0,0,18.315,187.035,205.35,8.364,8645,8645,25.206,53.364,0,0.488,1.931,0.013,0.354,0.458,762.046,1130.329,582.457,745.432,137.712
Kinesin-4,103,Track_8653,6,1,2,0,0,0,3.885,187.035,190.92,0.467,8653,8653,73.642,39.08,0,0.607,0.859,0.405,0.582,0.165,917.559,1636.888,209.481,1433.504,653.747
Kinesin-4,104,Track_8766,5,0,0,0,0,0,2.22,189.255,191.475,0.456,8766,8766,54.557,55.046,0,0.212,0.369,0.013,0.279,0.152,695.622,966.43,548.111,623.801,146.904
Kinesin-4,105,Track_9008,5,0,0,0,0,0,2.22,194.805,197.025,0.356,9008,9008,35.079,37.482,0,0.285,0.544,0.081,0.33,0.2,843.168,954.074,690.657,851.808,96.014
Kinesin-4,106,Track_9162,5,0,0,0,0,0,2.22,197.58,199.8,0.76,9162,9162,27.158,50.861,0,0.343,0.57,0.034,0.47,0.235,1175.343,1320.094,1045.352,1128.9,105.877
Kinesin-4,107,Track_9235,5,0,0,0,0,0,2.22,200.355,202.575,1.161,9235,9235,74.121,35.969,0,0.524,0.608,0.425,0.543,0.075,1324.265,1461.184,1089.465,1363.408,136.539
Kinesin-4,108,Track_9398,21,0,0,0,0,0,11.1,203.13,214.23,2.601,9398,9398,18.692,45.731,0,0.586,1.463,0.096,0.466,0.348,801.439,1341.8,543.68,729.23,216.213
Kinesin-4,109,Track_9445,9,0,0,0,0,0,4.44,203.13,207.57,0.759,9445,9445,50.958,40.579,0,0.418,0.985,0.046,0.363,0.267,733.711,996.883,378.282,831.864,205.481
Kinesin-4,110,Track_9471,122,0,0,0,0,0,67.155,203.685,270.84,3.228,9471,9471,3.298,9.981,0,0.181,2.092,0.004,0.04,0.339,1468.885,2332.555,584.226,1362.953,340.038
Kinesin-4,111,Track_9527,169,1,1,0,0,0,93.795,205.905,299.7,2.831,9527,9527,5.201,12.8,0,0.116,1.332,0.001,0.046,0.199,680.071,1254.318,273.186,670.939,146.401
Kinesin-4,112,Track_9657,5,0,0,0,0,0,2.22,208.68,210.9,1.032,9657,9657,7.875,33.988,0,0.465,0.585,0.278,0.504,0.131,1113.196,1282.852,812.816,1183.408,163.539
Kinesin-4,113,Track_9808,7,0,0,0,0,0,3.33,211.455,214.785,1.233,9808,9808,4.04,33.33,0,0.386,0.827,0.13,0.341,0.232,743.325,950.53,339.676,749.839,183.58
Kinesin-4,114,Track_10143,13,0,0,0,0,0,6.66,219.78,226.44,3.165,10143,10143,23.664,10.706,0,0.505,1.59,0.149,0.453,0.359,684.671,967.142,451.602,685.083,146.657
Kinesin-4,115,Track_10405,3,0,0,0,0,0,1.11,223.665,224.775,0.42,10405,10405,29.059,24.566,0,0.379,0.441,0.317,0.441,0.088,861.261,1147.532,369.918,1066.332,349.01
Kinesin-4,116,Track_10533,3,0,0,0,0,0,1.11,229.215,230.325,0.466,10533,10533,41.243,41.72,0,0.42,0.527,0.313,0.527,0.151,948.937,1040.935,791.74,1014.137,111.693
Kinesin-4,117,Track_10662,4,0,0,0,0,0,1.665,230.88,232.545,0.682,10662,10662,12.806,45.962,0,0.41,0.5,0.348,0.382,0.08,853.254,987.472,765.247,872.704,87.249
Kinesin-4,118,Track_10781,13,1,2,0,0,0,7.77,233.655,241.425,4.74,10781,10781,11.357,34.257,0,0.611,1.424,0.408,0.513,0.277,682.835,997.528,372.351,799.521,250.379
Kinesin-4,119,Track_10836,8,0,0,0,0,0,3.885,234.765,238.65,0.861,10836,10836,22.868,43.852,0,0.23,0.45,0.099,0.174,0.131,1195.92,1366.921,1006.957,1221.96,112.785
Kinesin-4,120,Track_10921,3,0,0,0,0,0,1.11,236.43,237.54,0.747,10921,10921,58.601,60.095,0,0.673,0.739,0.607,0.739,0.093,993.528,1092.255,805.831,1082.496,132.781
Kinesin-4,121,Track_10993,3,0,0,0,0,0,1.11,237.54,238.65,0.547,10993,10993,30.132,16.447,0,0.493,0.499,0.487,0.499,0.009,799.074,949.169,640.486,807.567,126.163
